AUDIO_FILE,RESPONSE
lightbulb_1-3S8A4GJRD31S9TIE2TTL04A1N4JV63-3WS1NTTKEZABL583QRD2Y1TA17M0FR-A2U31P99HREKV7-1574895335801.wav,this is a white spiral fluorescent light bulb
mouse_3-33J5JKFMK6W172ZFXS1DNEZ9WL2Q3Y-33PPUNGG3935QGJ2LGQOLPAFM2ORZD-A1HLG5NN2I16GN-1574897504936.wav,what I am seeing in a black computer mouse with a long black extension cord at a silver electric connector
lime_4-3RBI0I35XE1AG4Q1O2I7002BVUJY39-3Y54SXRO1MJ1KW2KJIWB4CWI85ZUTX-A2RM9M3RR67FQO-1574896098210.wav,lime
syringe_1-3CZH926SICCXSVSEOFBW3221RIB4EM-36ZN444YTSWGYD2CTKLYRZ2KF2RION-A2U31P99HREKV7-1574894721165.wav,this is a transparent syringe with a blue plunger
sponge_1-39KV3A5D185VL1FFR8T8VVQQJB9S7U-3G5F9DBFOQVBS20POEPRMFVDBJQHVE-A2RM9M3RR67FQO-1574899636468.wav,Securus phone
measuring_tape_5-3VLL1PIENQMZ7JTS3M4I2A9OWFJZOW-3AAPLD8UCDFWFAW0JJPCLX7SEXNTHL-A102UBN1SZ3L6R-1574893767567.wav,music for throat
stapler_5-3MDKGGG61QLDW1EPXYT6ZMMGQJ3T6L-39LOEL67OT3YNIXD10PFQ7AVHFQ385-A1HLG5NN2I16GN-1574894471526.wav,the other time seen as a small purple stapler
apple_2-31D0ZWOD0AXD3UT1P9M8VGMXPRXA0H-352YTHGROWBCYPHA4IO4DPV0YY84H2-AXID3RPK6NZT6-1574893361934.wav,I like green apple completely store
coffee_mug_4-3KI0JD2ZU1GQY3HIKVQ5UQUY1MD76O-32ZKVD547GLHPGVK4C9PH90WPLAB3B-A3JFC6OJ13O1XR-1574894231226.wav,it's a teacup
marker_2-3FW4EL5A3LMVU11BRHX78MWEA1P22M-3YWRV122CTXIMCAWGKLGDG0VUSCU86-A2KH641ASLS5P9-1574895446774.wav,this is a black whiteboard marker
stapler_4-36D1BWBEHNZL15541ZGRNVACG662MD-3UOUJI6MTEC81DB4OSX8TFHOL1NXUJ-AUKIQ4JR04MDJ-1574895994798.wav,it is a stapler it is mostly gray except for a black piece where you would press in order to make it to the state line
allen_wrench_1-3HRWUH63QU0JIK9RVJXPYH2O566N5Y-3QAPZX2QN5BRKBWR2WYVEIZLS4T20N-A3JFC6OJ13O1XR-1574898494808.wav,it's a bunch of Allen wrenches
pencil_1-36U4VBVNQOBLIXRYPRMEFDZE5KOURB-3VD82FOHKRMPLAGC1APCGW4P2YKOC6-A14LO2FWSF9AJU-1574897996762.wav,this is the thing used to writing
coffee_mug_3-3QHITW7OYO71RNY067GNAMDF2VUQAU-3QBD8R3Z22HMQ63X8VJUXYS1AKR4OV-AJY5G987IRT25-1574894883521.wav,a white cap
eye_glasses_1-3YD0MU1NC2ZRL5TLA87HAVWKX537AE-3W2LOLRXLCDA1LKGLFNEYAM2IT0RKG-ARL7HOWLEHNOP-1574894907702.wav,the object is a pair of black reading glasses
book_2-35A1YQPVFEER4JY0Y3KXT967J7D5I1-3PIWWX1FJK4YSDVLVPETV40YTN9JJK-A102UBN1SZ3L6R-1574896623093.wav,school by Psychopaths
bowl_1-3J5XXLQDHM9TCAVWJRVNT1YHDDHV3X-392CY0QWG2PCUKSUA06PD1WFYBPI4B-A1CG3SMBJ1CEIQ-1574894144120.wav,this is a green ceramic Bowl
food_can_3-3JU8CV4BRLA5TFRMGD6GBC7AMGCPO1-3O6CYIULEEZTCD6EEN1MRW3HCZ4UWA-A3332HTQYBESHD-1574892111252.wav,this is a can concerning some sort of food label is white with black stuff written on it
allen_wrench_3-3NZ1E5QA6ZZHHBKUSTSG7M2UOHT5BS-3907X2AHF13U8S0BJHDLTJ0T0BS2PF-A3JFC6OJ13O1XR-1574895248488.wav,it's an allen wrench
hand_towel_1-373L46LKP74QHD39N8937Z4PTCWKJC-3HPZF4IVNNR1FOKE7XYAIN2RG78YCE-A4H1NYJVE7C53-1574895397307.wav,it is that floss it is hello in color
book_2-35A1YQPVFEER4JY0Y3KXT967J7D5I1-3XIQGXAUMD6632Z8BK4XJN34DQPX7G-A2KH641ASLS5P9-1574896076052.wav,this is a book
hammer_6-379OL9DBSSCWV6FH5BJHRD5XVMU9Y2-3OVHNO1VE7ZBP60X3FV4G0TB722DZ0-A357NQQMDTHD49-1574899092555.wav,not sure but is it one of those type of robot vacuums also it's Stephen plugged into a power cord going to it it's white and round maybe 12:30 in rounds 94 inches tall
toothbrush_3-3BAWBGQGYLXBDTWJL3YD6IAXIF47VF-3T111IHZ5FOQKP1PHIWP818M704R94-A1KP6JSKQXPCSC-1574899105149.wav,this is a toothbrush with a green handle and bluish and white bristles made of plastic
syringe_1-3CZH926SICCXSVSEOFBW3221RIB4EM-3RRCEFRB7NA27CEO4QE8RES23MM4B7-A14LO2FWSF9AJU-1574898644996.wav,this is sarin used for injecting medicine
pill_cutter_1-3EQPA8A374UL682VN9CDUES2XL9ZJD-392CY0QWG2PCUKSUA06PD1WFYBOI4A-A1CG3SMBJ1CEIQ-1574893809256.wav,this is a small blue and clear container
hammer_5-3PZDSVZ3J5F1M15RHEEFTPWA5AC4NB-320DUZ38G8KO1B5KNJTQYR8I1VTJGH-A2KH641ASLS5P9-1574895997550.wav,this is a hammer
apple_2-3JGHED38EDPSHNROQELXDHER0W5Y7E-3KAKFY4PGV0RCO9QAM163W49KCC3IW-A3JFC6OJ13O1XR-1574899330490.wav,it's a green apple
lime_5-3GVPRXWRPHS6RNCJMWZURTK3AD87II-3QILPRALQ6T5RMQNJJ9UZL81MWIN86-A3JFC6OJ13O1XR-1574894975756.wav,it's a lime
lemon_1-3H4IKZHALBGN89FXZJTBSY2AWR6NNO-3BQU611VFQIKGP53N1W3HG8S1EV99W-A102UBN1SZ3L6R-1574898781531.wav,lamo
spoon_1-3TUOHPJXYHVI7X2FTQ77MJ6ZRHKXW9-3ZWFC4W1UV5ZLZS2K4WHIXUXAXCRF7-A2DDPSXH2X96RF-1574893207936.wav,a wooden spoon lays flat and upright with the spoon and pointing at me and to the right
toothpaste_4-344M16OZKIDJE32K6KQS2B81IZ5NEZ-3NXNZ5RS1BVG26HA84YJ3KHM6NY797-AUKIQ4JR04MDJ-1574895947396.wav,it is probably a tube of hand cream tube is red and blue and the cap is white
coffee_mug_3-39KV3A5D185VL1FFR8T8VVQQJBA7SA-3STRJBFXOXPNH0X8P4S9YPNK6EZTKX-AW1QY7Q83DYCJ-1574895387329.wav,a white coffee mug is sitting on an oval electrical device
bell_pepper_2-3UDTAB6HH6XZYBJWX388ZLBDJ9F09S-3DI28L7YXBCJMGTPRZXWUORKUY4E1H-AXID3RPK6NZT6-1574892675786.wav,a red bell pepper green store on a small white sticker
shampoo_5-3JVP4ZJHDPQS9CCZ1XELCEAG2Z20IB-3YDTZAI2WYE1UEWW2TLJL2FTH9F416-A1CG3SMBJ1CEIQ-1574894263130.wav,this is a blue bottle
plate_4-341YLJU21IXZ5MFDGKIZV23VZXLI2C-3H7XDTSHKDPA7V5JUIC5NH2Q3RQGWX-A3L5J7CICPV3FG-1574892229641.wav,the object is a green fruit
mouse_1-3L21G7IH47UE61CM1Y4OC7NEXA5Y1H-3GA6AFUKOPMRGTY644JL3K3UKZUH3E-A3JFC6OJ13O1XR-1574898380438.wav,it's a computer mouse
lime_5-3GVPRXWRPHS6RNCJMWZURTK3AD87II-3PDJHANYK6EQDCLON6HJANFEUQV6H8-A14LO2FWSF9AJU-1574897946873.wav,this is a green color lemon music for making love
banana_4-322ZSN9Z5GIZHEABEA0R2O22USY4TC-3H8DHMCCWA9G0B1B3ESUTL5Y3S9KD3-A3JFC6OJ13O1XR-1574894648962.wav,it's a banana
soda_bottle_1-3VGET1QSZ0XOSIWOBD39SKTBPO67WP-3QJOXOW4XKPGI5FEKLGUEGFNS95EMV-A3OMRMNTOU7QXI-1574894585858.wav,this is a container of soda pop
lemon_3-3FJ2RVH25Z46ULMACQCMI94SG7Z29E-3IJXV6UZ1YHJVQUSLC22LU7PQPARI4-A3OMRMNTOU7QXI-1574894532380.wav,this is a lemon
bowl_3-3JVP4ZJHDPQS9CCZ1XELCEAG2Z1I0S-3CPLWGV3MPX55R9XOBF8ZH3C62QN9L-A1VXQ7LMBTE5LF-1574892329872.wav,that is a Red Bull
water_bottle_4-30IRMPJWDZH7F1MMVDIC9QQG3TQKR4-34PGFRQONP9KYXVK2OX8KUU6VJKWJU-A1VXQ7LMBTE5LF-1574898134326.wav,what is a plastic water bottle with a white and blue label and a white lid
hammer_2-3EAWOID6MTVXVIWZ04D4R30AA1XV02-3GD6L00D3TVHY4L28XLF7WWT31GM11-A2U31P99HREKV7-1574898704412.wav,this is a steal a hammer with a yellow and black handle
band_aid_5-366FYU4PTGNI6XHH97YCAJRXO40KER-3300DTYQT3F73KD6CENBVPZS2A1EQH-A2RM9M3RR67FQO-1574894330006.wav,Band-Aid box
can_opener_1-3MIVREZQVHW7307MIYTC40GB77OKQ3-3QBD8R3Z22HMQ63X8VJUXYS1AKP4OT-A3JFC6OJ13O1XR-1574894324866.wav,is that a robot arm
marker_5-3MG8450X2O806KBJCZIPAIZZ420UPJ-3KWTYT08711WG44098MCA9ULFBNL56-A3JFC6OJ13O1XR-1574896655020.wav,to Sharpie marker
can_opener_5-3RKHNXPHGWUZVTE3Z7DHE1D0ASUKU8-3DYGAII7PM6B0B2WLS3MP1YWGH8PQI-ARL7HOWLEHNOP-1574895944634.wav,the object is a bare-bones can opener it's metal and small and kind of flimsy looking
flashlight_2-36818Z1KV3B9KMSY8W4RXEK4S3H3A5-34J10VATJGWJJPFS8XD2G4XKU4PIQD-A1P0SZ4C7PLX7K-1574899041583.wav,flashlight
book_4-3PIOQ99R7YK03ZZ6WK5X6TU44NZUNN-33CID57105RT2PHWVPYJVCW11FI3LK-A1VXQ7LMBTE5LF-1574892978787.wav,that is a big white book with red spots and a couple of teal lines the book's title is algorithm
marker_2-3URJ6VVYUPLJ4M53ITES8EWFVKH4OQ-3U0SRXB7CE3B9R5JISFUQ236COFNRR-A33GYW2BKVC1DY-1574897094661.wav,this is a mockery of a project
marker_6-3P7QK0GJ3TJL0C4NGO6LVX6LVAO2ZU-34MAJL3QP5LX4HABPXZ29VUQFTU34Y-A1CG3SMBJ1CEIQ-1574894459711.wav,this is a red Sharpie marker
lightbulb_1-3X0EMNLXEPN0JZ0JHPSU641II99VP9-3NXNZ5RS1BVG26HA84YJ3KHM6NT792-A102UBN1SZ3L6R-1574895188769.wav,alack
coffee_mug_2-3DIIW4IV8PT980U0KY1NOH0TJBI4IV-3RU7GD8VPPRNDRH9DWSRK1DXY5OSP5-A2M4QDRH3ATC1I-1574894428500.wav,nutria rat
coffee_mug_2-3UL5XDRDNCHYFDMNPH86GKCTGB858T-3PXX5PX6LYWH91U5DROZ4HE2VVXBA2-A3GNQDFPZALU92-1574892734230.wav,a black coffee mug with an orange interior is partially turned displaying the name and logo of what looks like a sports team
bowl_5-3A9LA2FRWSC0A77QYRL7LGWCCT7XH9-30IQTZXKAL4SLRZOQLJO48TH5C9X06-A30YR5TPOKQYXJ-1574892866103.wav,is a square Bowl with gold trim
can_opener_2-3DQYSJDTYL9OQXGO8QD10DZZKDFXET-32ZKVD547GLHPGVK4C9PH90WPLL3BE-A2U31P99HREKV7-1574897044654.wav,this is a can opener with a yellow plastic handle
allen_wrench_2-3ZLW647WALTKFJXUVHBCRW16GFP23X-345LHZDEDYQWLF4Q43QKMZSKE6E3UH-A2U31P99HREKV7-1574893302702.wav,this is a silver-colored allen wrench
hammer_3-35O6H0UNLSENZUI6GL5X5AL7WM25JD-33OOO72IVIJ5Y2LKXRBBA6AC15RTCL-A2KH641ASLS5P9-1574895674844.wav,this is a pink handled hammer
soda_bottle_2-372AGES0I43DZ1LTUWX1ZKYIZ25XR6-3R8YZBNQ9IGMU5YWP695PF7BGNS7QJ-A102UBN1SZ3L6R-1574893410932.wav,monthly cooked
allen_wrench_2-3WKGUBL7SZKBY12651Y0GXSL0FC4L9-34V1S5K3GTZXY635PUTRX6HQBDP69K-A1P0SZ4C7PLX7K-1574898655739.wav,Allen key
shampoo_5-3GITHABACYJRJNQ4D0VR0AZCLWFN2X-374TNBHA8CT59PUXCFZ52SR8KMZQY1-A2DDPSXH2X96RF-1574893082874.wav,a blue plastic bottle with a gold lid is sitting upright with the label facing away from me to the left
potato_4-32L724R85LIVXTGJIITBRFBOA7DPI6-3EA3QWIZ4JTWB57KP17XL987EA7TIJ-A2RM9M3RR67FQO-1574894496200.wav,Osmos to peso
coffee_mug_1-39TX062QX1MLGZ0RJ6W5HMV2TOPX32-31LM9EDVOMQUB3M6AN6LOBHF27HJNR-A2RM9M3RR67FQO-1574896436527.wav,Yep this is a
lightbulb_5-334ZEL5JX6D2677E8UAA6HCL90JSOK-37QW5D2ZRHK27ZISRFQGYFI79W1S80-A1P0SZ4C7PLX7K-1574897841711.wav,LED lamp
plate_4-341YLJU21IXZ5MFDGKIZV23VZXLI2C-33JKGHPFYDSKCBSRDKJD439W616NMT-A2U31P99HREKV7-1574894745865.wav,this is a green ceramic plate
hand_towel_2-3RZS0FBRWK84KQUJQ8XPGCDTX2TPC4-33L7PJKHCHW3MZV7GFV68KETBEAT8J-A4H1NYJVE7C53-1574896567212.wav,is this a handle
pliers_2-38G0E1M85M3DB48FYBROGAOHQQ1UV4-3VNL7UK1XGHC1E5UOT1CICVFYJVTFA-A1KP6JSKQXPCSC-1574898918826.wav,these are needle nose pliers with a blue and red handle and a silver metal top
water_bottle_4-30IRMPJWDZH7F1MMVDIC9QQG3TQKR4-35USIKEBNSEIN87ZQ4CWF7CAG1VN6N-A2U31P99HREKV7-1574895919554.wav,this is a standard disposable transparent water bottle it has a blue and white label and a white cap
allen_wrench_1-371Q3BEXDH7E5BLLA3LRMFJPT4MZST-3R6P78PK7L9IFE1PZD7U0XVRZXFGTE-A3JFC6OJ13O1XR-1574894285774.wav,it looks like a mini tool set
bell_pepper_3-3ZFRE2BDQ9CM1S7K4DRELN0H8JOXZZ-3K9FOBBF2IH06TA6D8IY4QU76WMLNV-A2U31P99HREKV7-1574896431761.wav,this is a dark green bell pepper
potato_4-3ZICQFRS31GB6N7Z5VFZI8GSGJMZZY-3FE7TXL1LJLF841QJUSATOQ357A2Q2-ARL7HOWLEHNOP-1574893877576.wav,I'm looking at a small potato
fork_4-371DNNCG44000FXDQDQ4J0I7WETT87-373ERPL3YP6944A3FO16Z19Y16TTRQ-A2KH641ASLS5P9-1574895428832.wav,this is a fork
shampoo_2-3TFJJUELSHN8SJTDOAMDKZ50MS22CV-33PPO7FECWDPUGBN3B7IG5QLBOFIDL-A30YR5TPOKQYXJ-1574893188676.wav,does a bottle of Old Spice shampoo
bowl_3-3JVP4ZJHDPQS9CCZ1XELCEAG2Z1I0S-3A1COHJ8NKTDHQ4CGLEHU1B50KJ8HS-A1KP6JSKQXPCSC-1574897306444.wav,this is a deep ball that is red in color
hammer_2-3D4BBDG7ZHUXD1PWSA0I39ASS623C7-3O6CYIULEEZTCD6EEN1MRW3HCZNUWT-A2U31P99HREKV7-1574897225443.wav,this is a steel Hammer with a yellow and black handle
band_aid_4-3LVTFB9DE5G21EB3S78X68OI0Q7QG6-3DEL4X4EL7JPIMV9YTUXW0N1HP0YXK-A1HLG5NN2I16GN-1574896470803.wav,what I'm seeing is a blue and white Band-Aid box with red print
mouse_1-3L21G7IH47UE61CM1Y4OC7NEXA5Y1H-379J5II41PEWCNXTK9FFE30YS48LET-A1VXQ7LMBTE5LF-1574893326348.wav,that is a black computer mouse people usually use those with desktop computers
flashlight_3-33NKDW9FFXG9TZWACZ76APZWZ13CXG-3E47SOBEYRUFPO593FC7WZ83QPPCI3-A2RM9M3RR67FQO-1574899647017.wav,these are black
hammer_3-3DWGDA5POF2X27HHWNH458JKFT3V15-3CCZ6YKWR8H1F23RKBJM503QFHZ95Q-A3JFC6OJ13O1XR-1574894564722.wav,it's a pink hammer
marker_3-3DWNFENNE3T53BE62GMN0IFTWQ74J7-39L1G8WVWRPGCIDS2FG0BXNN39K31L-A17W4VSDK9SD33-1574894504060.wav,this seems to be a permanent or dry erase marker with a blue top and in cap
eye_glasses_1-3YD0MU1NC2ZRL5TLA87HAVWKX537AE-31QTRG6Q2UBK9DTIC2KG2N1YFQAYPF-A1HLG5NN2I16GN-1574891768423.wav,the object on the turntable is a pair of men's eyeglass frames
bowl_3-3MNJFORX8B27USWAXVECQCTF3FL5FA-3NL0RFNU0GL30FIIA3R1QHBSQFCK4M-A102UBN1SZ3L6R-1574894339578.wav,bubble mask
cell_phone_3-3HA5ODM5KAQXWRGB96WO196T5TGSVM-3JNQLM5FT5K4H7LDRPKEC2R9V1Q2LG-A3JFC6OJ13O1XR-1574894933906.wav,it's a smartphone
medicine_bottle_3-34KYK9TV2R6INDI54P5O0XCM210SBG-336KAV9KYRQOH6SCA4946AT54GN2Y1-A30YR5TPOKQYXJ-1574892551546.wav,what is a medium sized bottle of Tylenol
soda_bottle_5-3BC9H1KCYUA772SPYMT95XD8TNEWYE-3A9AA95ATXKM7PJY10FJRQ35KLO5PO-A3JFC6OJ13O1XR-1574896483414.wav,it's a bottle of Diet Coke
presciption_medicine_bottle_3-3JTPR5MTZSAIAEOOY6596PLKBB25KC-3ATPCQ38J98DM9NGNJ2JCSC3G51AY4-A3JFC6OJ13O1XR-1574898919018.wav,it's a bottle of medication
potato_1-3FHTJGYT8NYH12AOSUT863Y8VULPGE-3K772S5NP99UQRE3TO0HMB7RBNGHEZ-A4H1NYJVE7C53-1574897118006.wav,is this a potato
marker_6-3P7QK0GJ3TJL0C4NGO6LVX6LVAO2ZU-3GS6S824SRVGHNM5HMP0D1BN43TWN2-AQA4AX0RCRPSV-1574896948324.wav,exabyte
lime_1-3MVY4USGB6LSALWBAZX5MKGZXRKSIP-33M4IA01QHZGLLJNKY23O4U4E2AXR6-A2U31P99HREKV7-1574893226591.wav,this is a green lime
flashlight_1-3PEG1BH7AEPKZU5XZGWM9BLCL7NKBR-374TNBHA8CT59PUXCFZ52SR8KNJQYN-A14LO2FWSF9AJU-1574897724383.wav,this is his favorite color. When you want to find some objectives in
banana_1-3EFNPKWBMSMDJ9UGGU7Y888RJH530E-36AHBNMV1SABKGQS7TTL2TK917EYD8-A102UBN1SZ3L6R-1574894656262.wav,Ben
banana_3-307L9TDWJYQG45MNH09WJK44RAFN38-3U088ZLJVLRDWRUYGGN22PFAWA10WE-A3L5J7CICPV3FG-1574892146821.wav,the object is a ripe banana
lightbulb_5-3L21G7IH47UE61CM1Y4OC7NEXA61YL-37FMASSAYDPWFJD3PFGCLF2L83ZBI3-A3L5J7CICPV3FG-1574891995120.wav,the object is a white light bulb
coffee_mug_5-3JGHED38EDPSHNROQELXDHER0W67YO-3W8CV64QJ3XDVVNMLDKVUX6GKR29HL-A4H1NYJVE7C53-1574897738197.wav,it is that white cup
scissors_6-3H6W48L9F4NDYO0O7ZXQS6KWPIBPWD-37U1UTWH9WKQ6KIFCQQB85DBNT98RH-ARL7HOWLEHNOP-1574895407624.wav,thought it was a small pair of scissors with a blue grip
food_can_4-3ODOP6T3ASI5XFGYVVGV11TCUFL24I-3HWRJOOET60JG0SJ4ICGQPETKYOSEM-AJY5G987IRT25-1574894989144.wav,blue corn can
fork_4-371DNNCG44000FXDQDQ4J0I7WETT87-3RGU30DZTB6OTL16YMRLBWSFXIDMJ2-A4H1NYJVE7C53-1574897765711.wav,Ada sell for
stapler_2-3ZC62PVYDH8XWX753V3TO2K60JQXX2-3QRYMNZ7FZFOP6IBMHKPQH4O09XTNV-A30YR5TPOKQYXJ-1574893353518.wav,it is a large block stapler
hand_towel_1-39O0SQZVJN5JKMF2CJT35LLUX9R7RM-3C8HJ7UOP8SET06AG8U7ZQG5GGUZM4-A14LO2FWSF9AJU-1574899213865.wav,this is sick notes useful saying something
stapler_1-3A520CCNWNYCUK8VXGLNG5O1JS7AE3-3RU7GD8VPPRNDRH9DWSRK1DXY62SPL-A1KP6JSKQXPCSC-1574898192528.wav,this is a stapler that is pink in color has a silver medal and a white label on top
book_4-3WYZV0QBFJBQJU44YZBBZ5TEHG2XBT-3PQMUDRV7S462RR9VP8T726Y3TUIIU-A2U31P99HREKV7-1574895295386.wav,this is a hardcover textbook it has a white red and blue cover and it is titled algorithms
food_jar_1-3QQUBC64ZECSK3T11PGKQ0T8Y5GXNI-3KGTPGBS6YJ70X8703CF3PNS8TXU2I-A3JFC6OJ13O1XR-1574898749397.wav,it's a jar of applesauce
medicine_bottle_1-3QD8LUVX4XWOUENVXPKYWJTM7KGX5S-3U8YCDAGXQE8CUYC47OWA0XO89W0QM-A1HLG5NN2I16GN-1574895726176.wav,the other time seen as a clear plastic cough syrup bottle with white and red wrapping and white cap
marker_6-3P7QK0GJ3TJL0C4NGO6LVX6LVAO2ZU-3TVSS0C0E2YEC0RPEIBCM0HFTMJWT9-A3JFC6OJ13O1XR-1574898074283.wav,it's a red Sharpie marker
marker_5-38G0E1M85M3DB48FYBROGAOHQQ1VU5-3MHW492WW1BXKG10FB54EK39S45VMF-A2U31P99HREKV7-1574893890496.wav,this is a regular sized black permanent marker
eye_glasses_1-3XU9MCX6VOACYLIW67C89U4MMT52R1-3HPZF4IVNNR1FOKE7XYAIN2RG8KYCS-A1HLG5NN2I16GN-1574898712089.wav,I am seeing a black and silver eyeglass frame with long black ear pieces slightly curved at the tips
hammer_1-3MYASTQBG79ZPU1CQH7P0NLLNYRQDW-3C44YUNSI2NHB2YRG6X2P2RXX2IPDC-A2U31P99HREKV7-1574895570384.wav,this is a silver hammer with a yellow and black handle
shampoo_5-3JVP4ZJHDPQS9CCZ1XELCEAG2Z20IB-3ND9UOO81L0QTNJK599L097YZ8HLWD-A1HLG5NN2I16GN-1574893987194.wav,the auditorium seen as a plastic blue bottle with a brown tip
can_opener_4-3W9XHF7WGKTKVGZEZ2N795RYRENKTH-3SLE99ER0OBIA92DPJ4YLA5B4GDBZC-AUKIQ4JR04MDJ-1574895498679.wav,it is a manual can opener T handle and the crank are black
band_aid_1-3J6BHNX0U9QM03UU261V06L62W1KNG-3OVHNO1VE7ZBP60X3FV4G0TB71DZDV-A1HLG5NN2I16GN-1574892080104.wav,the object on a turntable is a box labeled Band-Aid
lightbulb_3-3IVKZBIBJ07SEQLR4HFKM8FKXE5SHW-3EA3QWIZ4JTWB57KP17XL987EA8TIK-A1HLG5NN2I16GN-1574894838547.wav,Bianca time seen as a light bulb with a flat head
can_opener_1-3GONHBMNHVWB7G8GQ6P5A6KJ1F4MZ4-3F1567XTNX3Q8OMP437P3BYHBEJ9Q2-A1CG3SMBJ1CEIQ-1574907881373.wav,this looks like it could be a can opener
hammer_1-31GN6YMHLPQABGGGZG1KNBP7C2ISWW-32N49TQG3HGWIFSBI8FZ5T89YN9VAO-A2XPKBKZNT80U9-1574891892252.wav,this is a hammer it has a silver metal head and a yellow and black handle
toothbrush_3-3KA7IJSNW63LAL2DC81U5S7BFHTPBX-3PJUZCGDJ7EK2KMTI9QPHKDHH7Y89P-A30YR5TPOKQYXJ-1574893976196.wav,how to cheat clash with a green handle
spoon_5-3I01FDIL6M6IXBZRO6HO45NI7SE2DV-3N1FSUEFL6YVM9C8IM5EM4G266O4D2-A1HLG5NN2I16GN-1574896054344.wav,Bianca time seen as a white plastic spoon
screwdriver_5-3HEADTGN2PQLVCGYUHWJBZ1XJRXVR1-3GA6AFUKOPMRGTY644JL3K3UKYHH3Z-A2RM9M3RR67FQO-1574894943543.wav,you trailer
scissors_1-36QZ6V1589BXJCRB4GMJ5N4ARM7USZ-3ZY8KE4ISK1O5VZS74CLVTNE254QVZ-A2U31P99HREKV7-1574894506766.wav,this is a pair of scissors with a black handle and a pink.
hammer_3-3RHLQY6EDT2S0PEESK0CXKKGR6A4DT-3QAVNHZ3EN2TMAGH44DTIKA77QTLAJ-A2U31P99HREKV7-1574897662864.wav,this is a steel Hammer with a pink handle
water_bottle_3-3Y7LTZE0YTKUKODPZ8GR1G1DE17ZU9-34X6J5FLPUWFE0ZYQFY2S5CK7I0JQA-A1HLG5NN2I16GN-1574895258376.wav,BLT time seen as a clear plastic water bottle with a blue wrapper blue red and white markings
plate_3-3UEDKCTP9VOXXI27MZK649ZG2HX7KT-3ZV9H2YQQE59DJTVZ35L4NDHZM23WT-A1HLG5NN2I16GN-1574896748031.wav,what I am seeing is a deep red dinner plate
band_aid_4-3ECKRY5B1QUPBXIP5RRDIDD2K6KZI1-3R8YZBNQ9IGMU5YWP695PF7BGNW7QN-A3GNQDFPZALU92-1574894090297.wav,a small blue cardboard box is labeled with the brand name Band-Aid
water_bottle_2-3G4VVJO6PZEM3O67ILEN4VQ12B2PKH-379J5II41PEWCNXTK9FFE30YS5TEL9-A3JFC6OJ13O1XR-1574898358413.wav,it's a bottle of Fiji Water
onion_4-3XDJY5RK5SJEHRP0EFQ17KO4D654U3-3L2IS5HSFBG3PJX0MMAZVDQQJNANUM-A2RM9M3RR67FQO-1574895018743.wav,a light bulb
lemon_1-3H4IKZHALBGN89FXZJTBSY2AWR6NNO-3ND9UOO81L0QTNJK599L097YZ8QWLX-A2KH641ASLS5P9-1574896427712.wav,this is a lemon
lime_1-3MVY4USGB6LSALWBAZX5MKGZXRKSIP-3WZ36BJEV4EMOXTEJRFGZM4UJKVTBI-ARL7HOWLEHNOP-1574896569946.wav,the object is a medium-sized to Lime
lightbulb_3-3IVKZBIBJ07SEQLR4HFKM8FKXE5SHW-39PAAFCODNY1XBRKO86G0YY1MCZTVC-A3GNQDFPZALU92-1574893428267.wav,a white light bulb has a rounded bottom and a flat top and a metal coil
lightbulb_1-3X0EMNLXEPN0JZ0JHPSU641II99VP9-339ANSOTR60X8MHXVST5KILBVXKIK6-A2KH641ASLS5P9-1574895663446.wav,this is a light bulb
hammer_1-38O9DZ0A62LJC2KCEJ9AYZDQQ6R263-3OLF68YTNAZ7MI6LITAVN75NAT3FA2-AQA4AX0RCRPSV-1574896651812.wav,Hammond
can_opener_1-3GONHBMNHVWB7G8GQ6P5A6KJ1F4MZ4-3B2X28YI3XDGMZI2NE7NOCCGZDY6B0-AW1QY7Q83DYCJ-1574901519142.wav,a small white plastic tool is sitting on top of a white oval electrical unit
syringe_2-341YLJU21IXZ5MFDGKIZV23VZXM2IX-3IAEQB9FMFI7VBVSSSBXHWZTQ0ZDWB-A1HLG5NN2I16GN-1574899458747.wav,I am seeing a small cylindrical red syringe with a black punter and a clear plastic tip
banana_5-371Q3BEXDH7E5BLLA3LRMFJPT4MSZM-3HFNH7HEMIC5NY9XI9DZVSK4FQLQGF-A1VXQ7LMBTE5LF-1574897598224.wav,that's a ripe and bruised banana that's yellow and brown
allen_wrench_2-3XDSWAMB22QPK2VYQLCEGH332YFQCW-3LJ7UR74RIB48L3L7GJHI9SWKAD4N7-A3L5J7CICPV3FG-1574892178044.wav,the object is a silver allen wrench
plate_2-3PCPFX4U40OWNEF8HN2FONO6ZB7QF7-3QY7M81QH8K0J201C1P8TTV2HHW7KN-A3332HTQYBESHD-1574891664864.wav,it is a circular plate of the color blue
pencil_5-3CVBMEMMXBE6VS1ZGEH9RHJOA0T7HP-3IKZ72A5B5EE610ARXF09DPN90VFNF-ARL7HOWLEHNOP-1574894965158.wav,the object is a yellow mechanical pencil
marker_6-3PR3LXCWSFX7V1P70FXF8ZYOTGZX9J-3MD9PLUKKJCKBIRAS997C555L5RNZD-A2RM9M3RR67FQO-1574895698301.wav,Note 5 stylus
eye_glasses_1-3RZS0FBRWK84KQUJQ8XPGCDTX2UCPS-34T446B1C1C4ITOTZPN1QV874UT0CF-A2RM9M3RR67FQO-1574895038471.wav,fatal glasses
